timestamp,mvrv
2023-06-17,1.31446883
2023-06-18,1.30560805
2023-06-19,1.33141008
2023-06-20,1.40406763
2023-06-21,1.48599245
2023-06-22,1.4852207
2023-06-23,1.5193914
2023-06-24,1.50863539
2023-06-25,1.53673442
2023-06-26,1.493612
2023-06-27,1.51668453
2023-06-28,1.50884765
2023-06-29,1.50203795
2023-06-30,1.50549291
2023-07-01,1.50658127
2023-07-02,1.54933647
2023-07-03,1.54780865
2023-07-04,1.50969985
2023-07-05,1.4960411
2023-07-06,1.46831584
2023-07-07,1.46341959
2023-07-08,1.48709992
2023-07-09,1.41636636
2023-07-10,1.49007091
2023-07-11,1.49386308
2023-07-12,1.43678091
2023-07-13,1.4864744
2023-07-14,1.48140899
2023-07-15,1.47585158
2023-07-16,1.4712216
2023-07-17,1.47561304
2023-07-18,1.4587627
2023-07-19,1.4647268
2023-07-20,1.44727132
2023-07-21,1.46180925
2023-07-22,1.45914738
2023-07-23,1.47587331
2023-07-24,1.42874388
2023-07-25,1.43125343
2023-07-26,1.43782131
2023-07-27,1.43267169
2023-07-28,1.44208688
2023-07-29,1.44450865
2023-07-30,1.43924737
2023-07-31,1.43700353
2023-08-01,1.46229534
2023-08-02,1.43528826
2023-08-03,1.4342705
2023-08-04,1.43144287
2023-08-05,1.43015775
2023-08-06,1.42768845
2023-08-07,1.43500423
2023-08-08,1.46344935
2023-08-09,1.45362586
2023-08-10,1.44629596
2023-08-11,1.44443214
2023-08-12,1.44160746
2023-08-13,1.43797054
2023-08-14,1.44453955
2023-08-15,1.43223361
2023-08-16,1.40992328
2023-08-17,1.30799829
2023-08-18,1.28142472
2023-08-19,1.28338216
2023-08-20,1.28792318
2023-08-21,1.28552142
2023-08-22,1.28140857
2023-08-23,1.30105581
2023-08-24,1.29009522
2023-08-25,1.28422793
2023-08-26,1.28150146
2023-08-27,1.28535929
2023-08-28,1.28623591
2023-08-29,1.36622349
2023-08-30,1.34640792
2023-08-31,1.27866412
2023-09-01,1.27254344
2023-09-02,1.27601498
2023-09-03,1.28188928
2023-09-04,1.27453992
2023-09-05,1.27277417
2023-09-06,1.27116809
2023-09-07,1.29649944
2023-09-08,1.27912519
2023-09-09,1.27884834
2023-09-10,1.27543894
2023-09-11,1.24268084
2023-09-12,1.27664432
2023-09-13,1.29547216
2023-09-14,1.31011888
2023-09-15,1.31315341
2023-09-16,1.31182885
2023-09-17,1.31009209
2023-09-18,1.32065827
2023-09-19,1.34238842
2023-09-20,1.33776693
2023-09-21,1.31047761
2023-09-22,1.31118576
2023-09-23,1.31112517
2023-09-24,1.2955414
2023-09-25,1.29729994
2023-09-26,1.29314289
2023-09-27,1.30047498
2023-09-28,1.33337596
2023-09-29,1.32723395
2023-09-30,1.32970934
2023-10-01,1.38083453
2023-10-02,1.35568336
2023-10-03,1.35222433
2023-10-04,1.3690477
2023-10-05,1.35099075
2023-10-06,1.37682086
2023-10-07,1.37793016
2023-10-08,1.37577702
2023-10-09,1.35999109
2023-10-10,1.34860004
2023-10-11,1.32360712
2023-10-12,1.31756977
2023-10-13,1.32312681
2023-10-14,1.32210972
2023-10-15,1.33758929
2023-10-16,1.40308361
2023-10-17,1.39735705
2023-10-18,1.39292537
2023-10-19,1.41254128
2023-10-20,1.45820131
2023-10-21,1.46959898
2023-10-22,1.47377427
2023-10-23,1.62180793
2023-10-24,1.65818904
2023-10-25,1.68401912
2023-10-26,1.6646263
2023-10-27,1.65066238
2023-10-28,1.65882687
2023-10-29,1.67972007
2023-10-30,1.67582625
2023-10-31,1.6823578
2023-11-01,1.716338
2023-11-02,1.69204123
2023-11-03,1.67985211
2023-11-04,1.69532344
2023-11-05,1.692506
2023-11-06,1.6936217
2023-11-07,1.70977843
2023-11-08,1.71886857
2023-11-09,1.76566578
2023-11-10,1.7927248
2023-11-11,1.78306727
2023-11-12,1.77972713
2023-11-13,1.74875206
2023-11-14,1.70485287
2023-11-15,1.81514543
2023-11-16,1.73078008
2023-11-17,1.75254871
2023-11-18,1.7503449
2023-11-19,1.78723103
2023-11-20,1.78935734
2023-11-21,1.7038699
2023-11-22,1.77060911
2023-11-23,1.77702436
2023-11-24,1.79571724
2023-11-25,1.79801168
2023-11-26,1.7817409
2023-11-27,1.77110618
2023-11-28,1.79725497
2023-11-29,1.79763035
2023-11-30,1.79033141
2023-12-01,1.83320341
2023-12-02,1.86876249
2023-12-03,1.89177189
2023-12-04,1.98070809
2023-12-05,2.07464214
2023-12-06,2.05255158
2023-12-07,2.02636041
2023-12-08,2.0659048
2023-12-09,2.04191357
2023-12-10,2.04431933
2023-12-11,1.92361287
2023-12-12,1.93111048
2023-12-13,1.99444617
2023-12-14,1.99919883
2023-12-15,1.94565428
2023-12-16,1.95976088
2023-12-17,1.91740808
2023-12-18,1.97488882
2023-12-19,1.95448699
2023-12-20,2.01462524
2023-12-21,2.02314597
2023-12-22,2.02635772
2023-12-23,2.01231961
2023-12-24,1.97663057
2023-12-25,2.00252523
2023-12-26,1.95082499
2023-12-27,1.98837566
2023-12-28,1.94588205
2023-12-29,1.92028716
2023-12-30,1.92263143
2023-12-31,1.92799955
2024-01-01,2.01399217
2024-01-02,2.04489729
2024-01-03,1.94634973
2024-01-04,1.99116868
2024-01-05,1.98832421
2024-01-06,1.97896733
2024-01-07,1.97617536
2024-01-08,2.10911403
2024-01-09,2.0664456
2024-01-10,2.08766046
2024-01-11,2.06956211
2024-01-12,1.91020157
2024-01-13,1.91291975
2024-01-14,1.8622049
2024-01-15,1.89726149
2024-01-16,1.91594055
2024-01-17,1.89816128
2024-01-18,1.83036751
2024-01-19,1.84398136
2024-01-20,1.84632173
2024-01-21,1.8403267
2024-01-22,1.7506856
2024-01-23,1.76574344
2024-01-24,1.77071593
2024-01-25,1.76387033
2024-01-26,1.8446154
2024-01-27,1.85742684
2024-01-28,1.852783
2024-01-29,1.90711226
2024-01-30,1.88665818
2024-01-31,1.86635632
2024-02-01,1.88898258
2024-02-02,1.89240547
2024-02-03,1.88432497
2024-02-04,1.86502057
2024-02-05,1.86734412
2024-02-06,1.88415746
2024-02-07,1.93684668
2024-02-08,1.97609296
2024-02-09,2.05336435
2024-02-10,2.07818948
2024-02-11,2.10023283
2024-02-12,2.16527399
2024-02-13,2.15169768
2024-02-14,2.23294282
2024-02-15,2.23154657
2024-02-16,2.23751781
2024-02-17,2.2143152
2024-02-18,2.23360999
2024-02-19,2.21046179
2024-02-20,2.22820122
2024-02-21,2.20806859
2024-02-22,2.1784303
2024-02-23,2.15254728
2024-02-24,2.18628467
2024-02-25,2.19178319
2024-02-26,2.30483681
2024-02-27,2.39957713
2024-02-28,2.59183556
2024-02-29,2.52259136
2024-03-01,2.55607737
2024-03-02,2.53736835
2024-03-03,2.57913652
2024-03-04,2.77067786
2024-03-05,2.56407831
2024-03-06,2.61854635
2024-03-07,2.62763121
2024-03-08,2.66768783
2024-03-09,2.66637462
2024-03-10,2.6841628
2024-03-11,2.77948811
2024-03-12,2.74012383
2024-03-13,2.75253304
2024-03-14,2.67606351
2024-03-15,2.60117968
2024-03-16,2.44087054
2024-03-17,2.55002698
2024-03-18,2.51636268
2024-03-19,2.30608923
2024-03-20,2.52384458
2024-03-21,2.43011812
2024-03-22,2.36155536
2024-03-23,2.3448037
2024-03-24,2.4605066
2024-03-25,2.53301436
2024-03-26,2.53181424
2024-03-27,2.50842829
2024-03-28,2.54597419
2024-03-29,2.5103191
2024-03-30,2.49842389
2024-03-31,2.55722027
2024-04-01,2.48541071
2024-04-02,2.32913249
2024-04-03,2.34405037
2024-04-04,2.43135944
2024-04-05,2.40632715
2024-04-06,2.44044788
2024-04-07,2.4552676
2024-04-08,2.5298705
2024-04-09,2.43858125
2024-04-10,2.48994347
2024-04-11,2.46523506
2024-04-12,2.36097457
2024-04-13,2.25052563
2024-04-14,2.31194058
2024-04-15,2.23029453
2024-04-16,2.24091735
2024-04-17,2.15261693
2024-04-18,2.22817769
2024-04-19,2.23692844
2024-04-20,2.27600024
2024-04-21,2.27479097
2024-04-22,2.33797174
2024-04-23,2.32217704
2024-04-24,2.23582385
2024-04-25,2.2430153
2024-04-26,2.21707623
2024-04-27,2.20589668
2024-04-28,2.19139454
2024-04-29,2.21624599
2024-04-30,2.10401666
2024-05-01,2.0252465
2024-05-02,2.05208341
2024-05-03,2.18320453
2024-05-04,2.21712117
2024-05-05,2.22045703
2024-05-06,2.18921716
2024-05-07,2.15857608
2024-05-08,2.11793705
2024-05-09,2.1822652
2024-05-10,2.10330952
2024-05-11,2.1032536
2024-05-12,2.1246916
2024-05-13,2.1741755
2024-05-14,2.12569097
2024-05-15,2.27959794
2024-05-16,2.24322872
2024-05-17,2.30172936
2024-05-18,2.29694647
2024-05-19,2.27332131
2024-05-20,2.44642039
2024-05-21,2.39567465
2024-05-22,2.35872746
2024-05-23,2.31478
2024-05-24,2.33334224
2024-05-25,2.35744195
2024-05-26,2.32876308
2024-05-27,2.35663154
2024-05-28,2.28205649
2024-05-29,2.25453039
2024-05-30,2.27807974
2024-05-31,2.24898708
2024-06-01,2.25591355
2024-06-02,2.25504958
2024-06-03,2.28559769
2024-06-04,2.34039114
2024-06-05,2.35538737
2024-06-06,2.33773469
2024-06-07,2.28685466
2024-06-08,2.28538663
2024-06-09,2.29536957
2024-06-10,2.29049212
2024-06-11,2.21288402
2024-06-12,2.24178552
2024-06-13,2.19147804
2024-06-14,2.16724095
2024-06-15,2.17194143
2024-06-16,2.18666688
2024-06-17,2.18005511
2024-06-18,2.13672772
2024-06-19,2.12921534
2024-06-20,2.12503082
2024-06-21,2.09994583
2024-06-22,2.09744927
2024-06-23,2.06313807
2024-06-24,1.96887847
2024-06-25,2.01905418
2024-06-26,1.98805763
2024-06-27,2.01108103
2024-06-28,1.96799023
2024-06-29,1.98626302
2024-06-30,2.04509799
2024-07-01,2.04658952
2024-07-02,2.02220044
2024-07-03,1.95727503
2024-07-04,1.85537665
2024-07-05,1.84248161
2024-07-06,1.89455577
2024-07-07,1.81660377
2024-07-08,1.84651726
2024-07-09,1.88844935
2024-07-10,1.87702087
2024-07-11,1.86513972
2024-07-12,1.88214812
2024-07-13,1.92416089
2024-07-14,1.97464573
2024-07-15,2.098592
2024-07-16,2.10672447
2024-07-17,2.07291531
2024-07-18,2.06760002
2024-07-19,2.14992326
2024-07-20,2.16327948
2024-07-21,2.1952436
2024-07-22,2.17267061
2024-07-23,2.11420367
2024-07-24,2.09490381
2024-07-25,2.10822625
2024-07-26,2.17318195
2024-07-27,2.17042713
2024-07-28,2.18073362
2024-07-29,2.13087614
2024-07-30,2.11038367
2024-07-31,2.0607402
2024-08-01,2.08243642
2024-08-02,1.95824024
2024-08-03,1.93476813
2024-08-04,1.85386411
2024-08-05,1.72756839
2024-08-06,1.79287408
2024-08-07,1.76409405
2024-08-08,1.97200829
2024-08-09,1.94282493
2024-08-10,1.9428544
2024-08-11,1.87230031
2024-08-12,1.89235579
2024-08-13,1.9325432
2024-08-14,1.87193584
2024-08-15,1.8358698
2024-08-16,1.87826127
2024-08-17,1.89781309
2024-08-18,1.86376031
2024-08-19,1.89625284
2024-08-20,1.88227074
2024-08-21,1.94985821
2024-08-22,1.92438272
2024-08-23,2.03918098
2024-08-24,2.04098261
2024-08-25,2.04283887
2024-08-26,1.99704023
2024-08-27,1.88939688
2024-08-28,1.87823207
2024-08-29,1.88568093
2024-08-30,1.8780075
2024-08-31,1.87354873
2024-09-01,1.82127052
2024-09-02,1.87938087
2024-09-03,1.82651524
2024-09-04,1.84234774
2024-09-05,1.78577778
2024-09-06,1.71691717
2024-09-07,1.72298224
2024-09-08,1.74593094
2024-09-09,1.81308706
2024-09-10,1.83251774
2024-09-11,1.82322302
2024-09-12,1.84762353
2024-09-13,1.92233771
2024-09-14,1.9044314
2024-09-15,1.8762374
2024-09-16,1.84684422
2024-09-17,1.91222362
2024-09-18,1.95698962
2024-09-19,1.99189092
2024-09-20,1.99657948
2024-09-21,2.00084639
2024-09-22,2.00672376
2024-09-23,1.99663764
2024-09-24,2.02486386
2024-09-25,1.98658762
2024-09-26,2.04796192
2024-09-27,2.0649195
2024-09-28,2.06599335
2024-09-29,2.05705013
2024-09-30,1.98473849
2024-10-01,1.90637815
2024-10-02,1.90172316
2024-10-03,1.90528094
2024-10-04,1.94622509
2024-10-05,1.9451576
2024-10-06,1.96822538
2024-10-07,1.94842082
2024-10-08,1.92878334
2024-10-09,1.88073953
2024-10-10,1.87241911
2024-10-11,1.93692096
2024-10-12,1.95616707
2024-10-13,1.94468591
2024-10-14,2.04201843
2024-10-15,2.06761374
2024-10-16,2.08157822
2024-10-17,2.07338711
2024-10-18,2.1018429
2024-10-19,2.09872448
2024-10-20,2.1139375
2024-10-21,2.05678821
2024-10-22,2.05650495
2024-10-23,2.03214208
2024-10-24,2.0776228
2024-10-25,2.02792969
2024-10-26,2.04064536
2024-10-27,2.06822714
2024-10-28,2.12613052
2024-10-29,2.20439563
2024-10-30,2.18954695
2024-10-31,2.12319153
2024-11-01,2.09922205
2024-11-02,2.09495633
2024-11-03,2.07644532
2024-11-04,2.04650388
2024-11-05,2.09175505
2024-11-06,2.26825634
2024-11-07,2.27056104
2024-11-08,2.28433658
2024-11-09,2.28747047
2024-11-10,2.39171664
2024-11-11,2.6222159
2024-11-12,2.58159738
2024-11-13,2.63509636
2024-11-14,2.52529921
2024-11-15,2.62069415
2024-11-16,2.60306713
2024-11-17,2.57974924
2024-11-18,2.58881267
2024-11-19,2.62487204
2024-11-20,2.66506559
2024-11-21,2.73871928
2024-11-22,2.73342585
2024-11-23,2.68837674
2024-11-24,2.69001148
2024-11-25,2.54241471
2024-11-26,2.5092578
2024-11-27,2.60846596
2024-11-28,2.59443132
2024-11-29,2.63664397
2024-11-30,2.60628384
2024-12-01,2.62504044
2024-12-02,2.57866473
2024-12-03,2.57224534
2024-12-04,2.63734938
2024-12-05,2.56093685
2024-12-06,2.61683829
2024-12-07,2.61490694
2024-12-08,2.64491011
2024-12-09,2.5250142
2024-12-10,2.49790927
2024-12-11,2.60519066
2024-12-12,2.56953845
2024-12-13,2.59923923
2024-12-14,2.59567618
2024-12-15,2.66797817
2024-12-16,2.69689734
2024-12-17,2.68218871
2024-12-18,2.52304525
2024-12-19,2.43759425
2024-12-20,2.44099988
2024-12-21,2.42620947
2024-12-22,2.37128427
2024-12-23,2.34429244
2024-12-24,2.43152458
2024-12-25,2.44806003
2024-12-26,2.35652548
2024-12-27,2.31389813
2024-12-28,2.34213791
2024-12-29,2.29544721
2024-12-30,2.2651684
2024-12-31,2.27838784
2025-01-01,2.29954305
2025-01-02,2.35719187
2025-01-03,2.38505307
2025-01-04,2.38565157
2025-01-05,2.38749308
2025-01-06,2.47869533
2025-01-07,2.34388684
2025-01-08,2.29647078
2025-01-09,2.23977885
2025-01-10,2.28769531
2025-01-11,2.28396926
2025-01-12,2.28070797
2025-01-13,2.2818145
2025-01-14,2.32669377
2025-01-15,2.41761245
2025-01-16,2.39897736
2025-01-17,2.49079997
2025-01-18,2.49528194
2025-01-19,2.41589727
2025-01-20,2.43313395
2025-01-21,2.52162212
2025-01-22,2.4555498
2025-01-23,2.44829327
2025-01-24,2.46665595
2025-01-25,2.46236867
2025-01-26,2.41084902
2025-01-27,2.39628901
2025-01-28,2.37484017
2025-01-29,2.43096516
2025-01-30,2.45090496
2025-01-31,2.39407844
2025-02-01,2.35149857
2025-02-02,2.2816578
2025-02-03,2.36894591
2025-02-04,2.27767056
2025-02-05,2.24644012
2025-02-06,2.24189588
2025-02-07,2.24007725
2025-02-08,2.23898712
2025-02-09,2.23441957
2025-02-10,2.25577769
2025-02-11,2.21638382
2025-02-12,2.2625713
2025-02-13,2.23348961
2025-02-14,2.25222765
2025-02-15,2.25328827
2025-02-16,2.2204715
2025-02-17,2.21062587
2025-02-18,2.20572769
2025-02-19,2.2287291
2025-02-20,2.26669357
2025-02-21,2.21495364
2025-02-22,2.22344997
2025-02-23,2.21646026
2025-02-24,2.10841085
2025-02-25,2.03885374
2025-02-26,1.94272062
2025-02-27,1.95227205
2025-02-28,1.94714348
2025-03-01,1.98395225
2025-03-02,2.17142006
2025-03-03,1.98197251
2025-03-04,2.01060353
2025-03-05,2.08455162
2025-03-06,2.06583113
2025-03-07,1.99421117
2025-03-08,1.98483106
2025-03-09,1.85629036
2025-03-10,1.80729703
2025-03-11,1.90669972
2025-03-12,1.92149516
2025-03-13,1.86328972
2025-03-14,1.92911115
2025-03-15,1.93699495
2025-03-16,1.89476683
2025-03-17,1.93226503
2025-03-18,1.89976386
2025-03-19,1.99373617
2025-03-20,1.92949245
2025-03-21,1.92692065
2025-03-22,1.92140103
2025-03-23,1.97380709
2025-03-24,2.00390664
2025-03-25,2.00130709
2025-03-26,1.99038301
2025-03-27,1.99664556
2025-03-28,1.92834555
2025-03-29,1.88890081
2025-03-30,1.88340875
2025-03-31,1.8872433
2025-04-01,1.94741072
2025-04-02,1.88484031
2025-04-03,1.89793281
2025-04-04,1.913263
2025-04-05,1.90504108
2025-04-06,1.78767881
2025-04-07,1.80553279
2025-04-08,1.74023743
2025-04-09,1.88396555
2025-04-10,1.81329693
